application_id,age,employment_status,annual_income,credit_score,existing_debt,debt_to_income_ratio,missed_payments_12m,postal_code,region_income_band,years_at_address,requested_limit,prior_customer,application_channel,postal_penalty,model_score,decision
APP-00529,47,Full-time,83779,721,14615,0.174,1,M6E,Low,14,7000,Yes,Online,-0.58,0.424,Rejected
APP-00530,42,Part-time,102600,850,14468,0.141,0,M2N,High,11,10000,Yes,Mobile,0.0,0.862,Approved
APP-00531,57,Contract,45077,723,0,0.0,0,L6A,High,5,2000,No,Online,0.0,0.614,Approved
APP-00532,47,Part-time,76905,699,19929,0.259,1,M9C,High,12,15000,No,Online,0.0,0.501,Approved
APP-00533,49,Full-time,123118,638,12471,0.101,2,M9C,High,16,15000,No,Mobile,0.0,0.606,Approved
APP-00534,23,Contract,69044,586,21373,0.31,0,M4C,Medium,0,10000,Yes,Online,0.0,0.385,Rejected
APP-00535,64,Full-time,69578,762,16017,0.23,0,M5V,High,10,5000,Yes,Branch,0.0,0.662,Approved
APP-00536,33,Full-time,66497,668,12162,0.183,1,L4W,High,4,3000,Yes,Online,0.0,0.561,Approved
APP-00537,65,Part-time,76323,841,14683,0.192,0,M2N,High,7,5000,Yes,Branch,0.0,0.73,Approved
APP-00538,30,Full-time,74088,730,17106,0.231,0,K1X,Low,12,5000,Yes,Online,-0.55,0.534,Approved
APP-00539,56,Contract,41594,709,24833,0.597,0,K2C,Medium,4,3000,Yes,Online,0.0,0.419,Rejected
APP-00540,29,Full-time,60023,704,16139,0.269,0,M3J,Low,0,5000,Yes,Branch,-0.52,0.41,Rejected
APP-00541,47,Full-time,26649,720,15317,0.575,0,M9C,High,14,7000,No,Branch,0.0,0.329,Rejected
APP-00542,54,Contract,60232,652,5667,0.094,0,M4C,Medium,7,1000,No,Branch,0.0,0.544,Approved
APP-00543,21,Full-time,44252,586,15371,0.347,1,K1X,Low,0,3000,No,Branch,-0.55,0.187,Rejected
APP-00544,52,Full-time,70105,660,24680,0.352,2,K2P,Medium,10,1000,Yes,Online,0.0,0.454,Rejected
APP-00545,45,Contract,34185,689,17502,0.512,4,M4C,Medium,7,7000,No,Online,0.0,0.179,Rejected
APP-00546,49,Full-time,54778,654,6933,0.127,0,M4B,Medium,12,5000,No,Branch,0.0,0.605,Approved
APP-00547,27,Part-time,77898,611,8883,0.114,0,M3J,Low,9,1000,Yes,Branch,-0.52,0.497,Rejected
APP-00548,69,Full-time,51826,649,9310,0.18,3,K2P,Medium,15,15000,No,Branch,0.0,0.285,Rejected
APP-00549,23,Contract,29711,747,21497,0.724,1,L5N,Medium,1,1000,No,Branch,0.0,0.235,Rejected
APP-00550,40,Contract,72136,739,19436,0.269,0,L6A,High,11,5000,No,Online,0.0,0.61,Approved
APP-00551,40,Part-time,53442,699,0,0.0,0,L5N,Medium,15,7000,Yes,Online,0.0,0.621,Approved
APP-00552,50,Full-time,64154,730,12730,0.198,0,M2N,High,16,7000,No,Online,0.0,0.566,Approved
APP-00553,55,Contract,50862,628,15533,0.305,0,M4C,Medium,4,1000,No,Mobile,0.0,0.372,Rejected
APP-00554,55,Part-time,99539,646,7765,0.078,0,M4C,Medium,3,10000,Yes,Mobile,0.0,0.717,Approved
APP-00555,69,Part-time,39455,715,10567,0.268,2,M2N,High,1,10000,No,Online,0.0,0.303,Rejected
APP-00556,59,Full-time,115003,635,23817,0.207,0,K2C,Medium,13,5000,No,Online,0.0,0.733,Approved
APP-00557,47,Contract,53469,688,18562,0.347,1,M3J,Low,10,5000,Yes,Online,-0.52,0.325,Rejected
APP-00558,46,Contract,63802,613,12203,0.191,2,M6E,Low,6,1000,No,Mobile,-0.58,0.284,Rejected
APP-00559,34,Full-time,57154,607,11989,0.21,1,M5V,High,10,5000,No,Mobile,0.0,0.391,Rejected
APP-00560,37,Full-time,52901,730,12905,0.244,2,K2P,Medium,15,5000,Yes,Online,0.0,0.403,Rejected
APP-00561,38,Contract,53373,754,15274,0.286,3,M5V,High,12,7000,Yes,Mobile,0.0,0.406,Rejected
APP-00562,65,Full-time,71323,647,5692,0.08,0,L8W,Low,1,5000,No,Online,-0.48,0.471,Rejected
APP-00563,49,Unemployed,35106,598,11012,0.314,3,M3J,Low,11,7000,No,Online,-0.52,0.114,Rejected
APP-00564,40,Part-time,67054,561,22948,0.342,1,M6E,Low,2,2000,Yes,Branch,-0.58,0.196,Rejected
APP-00565,47,Part-time,24679,791,13992,0.567,0,M4B,Medium,3,2000,Yes,Branch,0.0,0.322,Rejected
APP-00566,38,Full-time,68924,696,8551,0.124,1,M4C,Medium,4,2000,No,Mobile,0.0,0.563,Approved
APP-00567,24,Full-time,79285,657,8839,0.111,1,K2C,Medium,2,1000,No,Online,0.0,0.565,Approved
APP-00568,21,Unemployed,41059,670,19546,0.476,2,K2C,Medium,8,5000,Yes,Online,0.0,0.236,Rejected
APP-00569,70,Full-time,79717,593,9675,0.121,0,L4W,High,4,7000,No,Online,0.0,0.603,Approved
APP-00570,21,Contract,64925,724,18076,0.278,0,M4B,Medium,13,5000,Yes,Online,0.0,0.605,Approved
APP-00571,46,Full-time,92772,800,10112,0.109,0,L5N,Medium,9,5000,Yes,Online,0.0,0.844,Approved
APP-00572,65,Full-time,52106,655,5390,0.103,0,L6A,High,15,7000,No,Online,0.0,0.556,Approved
APP-00573,40,Full-time,114688,821,16211,0.141,0,K2C,Medium,10,3000,Yes,Online,0.0,0.86,Approved
APP-00574,43,Full-time,20966,684,13818,0.659,0,K2P,Medium,15,3000,No,Online,0.0,0.234,Rejected
APP-00575,30,Unemployed,61569,790,18096,0.294,1,M2N,High,11,3000,Yes,Branch,0.0,0.526,Approved
APP-00576,31,Full-time,36926,715,19489,0.528,0,L4W,High,4,7000,No,Branch,0.0,0.362,Rejected
APP-00577,61,Full-time,93819,699,13194,0.141,0,M3J,Low,4,2000,Yes,Branch,-0.52,0.624,Approved
APP-00578,61,Full-time,62789,799,15743,0.251,0,L4W,High,15,1000,Yes,Online,0.0,0.738,Approved
APP-00579,25,Full-time,60910,733,11778,0.193,0,L5N,Medium,7,5000,No,Online,0.0,0.622,Approved
APP-00580,21,Full-time,68478,703,20136,0.294,0,K1X,Low,11,15000,No,Online,-0.55,0.374,Rejected
APP-00581,37,Contract,63914,583,16134,0.252,0,K2C,Medium,6,5000,No,Online,0.0,0.409,Rejected
APP-00582,42,Full-time,56812,615,8933,0.157,0,M9C,High,4,7000,No,Online,0.0,0.38,Rejected
APP-00583,54,Full-time,41380,715,9547,0.231,0,L5N,Medium,3,7000,No,Online,0.0,0.468,Rejected
APP-00584,65,Full-time,67033,771,16381,0.244,0,M4B,Medium,4,5000,No,Branch,0.0,0.723,Approved
APP-00585,61,Unemployed,70819,697,22635,0.32,1,K2P,Medium,9,7000,No,Mobile,0.0,0.477,Rejected
APP-00586,49,Full-time,73017,649,22009,0.301,0,K1X,Low,3,10000,No,Online,-0.55,0.374,Rejected
APP-00587,24,Full-time,94929,581,9099,0.096,0,M6E,Low,10,3000,No,Mobile,-0.58,0.511,Approved
APP-00588,25,Part-time,21372,639,9835,0.46,0,M3J,Low,0,3000,No,Online,-0.52,0.157,Rejected
APP-00589,31,Part-time,59281,689,10867,0.183,2,M3J,Low,11,3000,Yes,Branch,-0.52,0.327,Rejected
APP-00590,41,Full-time,81951,635,11524,0.141,1,L8W,Low,6,5000,No,Branch,-0.48,0.45,Rejected
APP-00591,55,Full-time,58259,629,2983,0.051,0,M3J,Low,8,10000,Yes,Mobile,-0.52,0.392,Rejected
APP-00592,32,Contract,21913,687,20030,0.914,0,K2P,Medium,12,3000,Yes,Online,0.0,0.192,Rejected
APP-00593,46,Full-time,37261,762,12509,0.336,2,L8W,Low,3,5000,Yes,Online,-0.48,0.219,Rejected
APP-00594,39,Contract,69914,728,17735,0.254,0,M4B,Medium,2,10000,No,Online,0.0,0.56,Approved
APP-00595,65,Part-time,72760,714,11090,0.152,2,M2N,High,3,5000,No,Online,0.0,0.444,Rejected
APP-00596,27,Full-time,76105,700,14339,0.188,2,L5N,Medium,3,5000,No,Mobile,0.0,0.543,Approved
APP-00597,67,Full-time,49942,720,9704,0.194,2,K2P,Medium,15,10000,Yes,Mobile,0.0,0.419,Rejected
APP-00598,27,Full-time,65178,676,15502,0.238,3,L8W,Low,10,5000,No,Branch,-0.48,0.214,Rejected
APP-00599,46,Contract,43474,659,9601,0.221,1,L8W,Low,5,7000,No,Online,-0.48,0.219,Rejected
APP-00600,60,Full-time,65179,723,15554,0.239,1,M6E,Low,14,2000,Yes,Mobile,-0.58,0.44,Rejected
APP-00601,25,Full-time,61458,670,25901,0.421,1,L8W,Low,3,2000,Yes,Online,-0.48,0.326,Rejected
APP-00602,41,Part-time,45725,617,19344,0.423,1,K1X,Low,0,5000,Yes,Online,-0.55,0.183,Rejected
APP-00603,34,Unemployed,88547,761,17737,0.2,1,L8W,Low,12,5000,No,Mobile,-0.48,0.516,Approved
APP-00604,24,Full-time,29799,579,6462,0.217,0,M3J,Low,10,15000,Yes,Online,-0.52,0.203,Rejected
APP-00605,43,Unemployed,57951,766,19671,0.339,0,M3J,Low,11,15000,Yes,Online,-0.52,0.393,Rejected
APP-00606,62,Full-time,48828,718,19151,0.392,2,L5N,Medium,4,10000,No,Online,0.0,0.333,Rejected
APP-00607,40,Full-time,93516,629,17578,0.188,0,L8W,Low,12,3000,Yes,Branch,-0.48,0.576,Approved
APP-00608,35,Full-time,74771,691,16000,0.214,1,M4B,Medium,4,15000,No,Branch,0.0,0.488,Rejected
APP-00609,70,Full-time,52312,666,13519,0.258,3,L5N,Medium,5,7000,Yes,Online,0.0,0.28,Rejected
APP-00610,65,Full-time,62465,742,17846,0.286,1,M5V,High,14,5000,Yes,Branch,0.0,0.542,Approved
APP-00611,49,Full-time,94003,725,25479,0.271,4,M6E,Low,5,7000,No,Mobile,-0.58,0.307,Rejected
APP-00612,28,Contract,50467,723,15614,0.309,1,L6A,High,5,1000,No,Mobile,0.0,0.478,Rejected
APP-00613,61,Contract,32240,731,7698,0.239,0,K2P,Medium,14,2000,No,Branch,0.0,0.471,Rejected
APP-00614,68,Contract,65738,676,9433,0.143,2,M3J,Low,11,10000,No,Mobile,-0.52,0.307,Rejected
APP-00615,39,Full-time,73146,795,18384,0.251,0,M2N,High,11,5000,Yes,Mobile,0.0,0.71,Approved
APP-00616,68,Full-time,79489,765,6555,0.082,0,L4W,High,14,3000,Yes,Online,0.0,0.811,Approved
APP-00617,59,Full-time,72607,656,17107,0.236,0,M6E,Low,0,5000,Yes,Online,-0.58,0.439,Rejected
APP-00618,66,Contract,92373,727,13281,0.144,0,K1X,Low,12,10000,No,Online,-0.55,0.635,Approved
APP-00619,48,Unemployed,36574,738,5794,0.158,0,L6A,High,2,5000,No,Online,0.0,0.477,Rejected
APP-00620,66,Full-time,45850,684,19126,0.417,0,M5V,High,13,5000,No,Online,0.0,0.423,Rejected
APP-00621,47,Full-time,72420,663,20647,0.285,1,L8W,Low,2,2000,Yes,Online,-0.48,0.422,Rejected
APP-00622,24,Full-time,40599,749,6210,0.153,1,L8W,Low,0,3000,No,Online,-0.48,0.286,Rejected
APP-00623,35,Full-time,37781,689,17870,0.473,1,K2C,Medium,6,15000,No,Online,0.0,0.325,Rejected
APP-00624,55,Full-time,97585,704,16847,0.173,0,L5N,Medium,12,5000,No,Online,0.0,0.76,Approved
APP-00625,57,Part-time,34841,767,20362,0.584,1,M4C,Medium,0,5000,No,Branch,0.0,0.301,Rejected
APP-00626,21,Part-time,57677,829,15667,0.272,1,M4B,Medium,2,5000,No,Mobile,0.0,0.523,Approved
APP-00627,23,Full-time,62931,661,24488,0.389,2,L5N,Medium,9,10000,Yes,Online,0.0,0.399,Rejected
APP-00628,67,Full-time,91064,686,12413,0.136,0,M5V,High,7,5000,Yes,Online,0.0,0.752,Approved
APP-00629,44,Unemployed,26862,686,13795,0.514,2,M6E,Low,9,7000,Yes,Online,-0.58,0.113,Rejected
APP-00630,47,Full-time,67979,687,8876,0.131,0,K1X,Low,10,5000,Yes,Online,-0.55,0.486,Rejected
APP-00631,60,Full-time,51473,719,6762,0.131,1,M5V,High,12,1000,Yes,Online,0.0,0.515,Approved
APP-00632,56,Full-time,78797,671,6129,0.078,0,M2N,High,6,10000,Yes,Mobile,0.0,0.677,Approved
APP-00633,54,Full-time,47677,620,16029,0.336,0,L5N,Medium,14,15000,Yes,Online,0.0,0.389,Rejected
APP-00634,49,Full-time,92302,786,12616,0.137,0,L5N,Medium,14,15000,No,Mobile,0.0,0.82,Approved
APP-00635,44,Contract,44283,716,18015,0.407,0,M3J,Low,5,15000,No,Branch,-0.52,0.228,Rejected
APP-00636,44,Full-time,19684,667,6035,0.307,0,K2C,Medium,4,10000,No,Online,0.0,0.268,Rejected
APP-00637,62,Full-time,49801,714,8510,0.171,1,L5N,Medium,15,7000,Yes,Online,0.0,0.51,Approved
APP-00638,24,Part-time,55797,783,9592,0.172,1,K1X,Low,6,10000,Yes,Online,-0.55,0.449,Rejected
APP-00639,23,Full-time,79982,639,30885,0.386,1,K1X,Low,4,5000,Yes,Online,-0.55,0.363,Rejected
APP-00640,54,Contract,41349,702,13340,0.323,0,K2C,Medium,11,2000,No,Online,0.0,0.451,Rejected
APP-00641,69,Contract,38204,606,15235,0.399,0,M6E,Low,2,5000,No,Mobile,-0.58,0.186,Rejected
APP-00642,43,Full-time,81290,683,13958,0.172,4,M4B,Medium,13,15000,Yes,Mobile,0.0,0.406,Rejected
APP-00643,43,Contract,35746,716,26570,0.743,0,L8W,Low,9,3000,No,Mobile,-0.48,0.236,Rejected
APP-00644,65,Full-time,60778,629,3207,0.053,0,M4B,Medium,0,10000,Yes,Online,0.0,0.499,Rejected
APP-00645,25,Unemployed,57644,672,15281,0.265,0,M3J,Low,0,2000,No,Online,-0.52,0.305,Rejected
APP-00646,51,Full-time,71416,742,1941,0.027,1,M2N,High,12,3000,Yes,Online,0.0,0.708,Approved
APP-00647,61,Unemployed,50503,722,0,0.0,0,M4C,Medium,5,3000,Yes,Online,0.0,0.65,Approved
APP-00648,26,Contract,47314,626,9360,0.198,0,K2P,Medium,3,1000,No,Online,0.0,0.387,Rejected
APP-00649,57,Full-time,73528,719,16185,0.22,2,L6A,High,3,2000,No,Branch,0.0,0.504,Approved
APP-00650,30,Full-time,47872,721,8916,0.186,1,L5N,Medium,6,2000,No,Online,0.0,0.459,Rejected
APP-00651,60,Unemployed,36021,688,18470,0.513,1,M3J,Low,5,10000,No,Mobile,-0.52,0.17,Rejected
APP-00652,27,Contract,86100,750,15245,0.177,0,L5N,Medium,15,1000,Yes,Mobile,0.0,0.701,Approved
APP-00653,59,Full-time,72786,658,13527,0.186,0,M4C,Medium,1,3000,Yes,Online,0.0,0.57,Approved
APP-00654,58,Part-time,99315,721,22155,0.223,3,M5V,High,8,1000,No,Mobile,0.0,0.538,Approved
APP-00655,41,Full-time,78111,626,10328,0.132,3,K2C,Medium,14,7000,No,Online,0.0,0.396,Rejected
APP-00656,40,Full-time,37673,594,18365,0.487,0,M3J,Low,13,5000,No,Online,-0.52,0.141,Rejected
APP-00657,23,Full-time,65735,733,1878,0.029,0,M4B,Medium,10,5000,Yes,Mobile,0.0,0.765,Approved
APP-00658,42,Full-time,45719,691,15191,0.332,0,M4B,Medium,15,5000,No,Online,0.0,0.369,Rejected
APP-00659,67,Contract,34271,665,12699,0.371,0,K2P,Medium,0,3000,Yes,Mobile,0.0,0.357,Rejected
APP-00660,24,Full-time,55950,631,6224,0.111,1,M4C,Medium,10,7000,No,Branch,0.0,0.402,Rejected
APP-00661,48,Contract,81668,735,17289,0.212,3,M4B,Medium,9,10000,No,Mobile,0.0,0.43,Rejected
APP-00662,32,Full-time,72448,615,8127,0.112,0,M9C,High,7,2000,No,Mobile,0.0,0.577,Approved
APP-00663,58,Full-time,38964,745,26625,0.683,0,M4C,Medium,15,5000,No,Online,0.0,0.392,Rejected
APP-00664,56,Full-time,51818,707,1200,0.023,2,K1X,Low,8,3000,Yes,Online,-0.55,0.328,Rejected
APP-00665,67,Full-time,57928,602,17438,0.301,0,M3J,Low,10,2000,Yes,Online,-0.52,0.309,Rejected
APP-00666,61,Full-time,30096,689,15999,0.532,3,L8W,Low,0,7000,No,Online,-0.48,0.083,Rejected
APP-00667,25,Full-time,73337,828,13734,0.187,1,K1X,Low,11,5000,Yes,Online,-0.55,0.599,Approved
APP-00668,33,Full-time,56383,747,11995,0.213,3,L8W,Low,10,3000,No,Mobile,-0.48,0.273,Rejected
APP-00669,43,Full-time,35469,636,16180,0.456,0,L8W,Low,13,3000,No,Online,-0.48,0.27,Rejected
APP-00670,70,Full-time,37951,729,21935,0.578,0,M4B,Medium,13,15000,No,Mobile,0.0,0.316,Rejected
APP-00671,50,Full-time,80312,604,3995,0.05,0,L8W,Low,1,10000,No,Branch,-0.48,0.464,Rejected
APP-00672,57,Contract,60645,623,7658,0.126,0,M2N,High,16,10000,No,Online,0.0,0.556,Approved
APP-00673,45,Contract,81926,678,8348,0.102,1,M3J,Low,14,5000,No,Online,-0.52,0.48,Rejected
APP-00674,68,Full-time,92299,720,6819,0.074,3,L5N,Medium,2,5000,Yes,Online,0.0,0.508,Approved
APP-00675,47,Full-time,82404,735,16899,0.205,2,K2C,Medium,9,5000,No,Online,0.0,0.591,Approved
APP-00676,34,Full-time,57898,743,17425,0.301,1,M9C,High,14,1000,No,Online,0.0,0.515,Approved
APP-00677,68,Unemployed,18000,709,23156,1.286,0,M3J,Low,0,5000,Yes,Online,-0.52,0.066,Rejected
APP-00678,67,Full-time,69634,601,18736,0.269,2,K2C,Medium,13,5000,No,Branch,0.0,0.429,Rejected
APP-00679,56,Full-time,105148,695,18103,0.172,2,M9C,High,10,3000,No,Online,0.0,0.658,Approved
APP-00680,59,Full-time,66863,751,3417,0.051,0,M2N,High,13,10000,No,Mobile,0.0,0.702,Approved
APP-00681,36,Full-time,31683,722,23685,0.748,3,L6A,High,5,2000,Yes,Mobile,0.0,0.155,Rejected
APP-00682,42,Full-time,48352,692,14232,0.294,0,K1X,Low,2,3000,No,Online,-0.55,0.313,Rejected
APP-00683,41,Contract,57193,700,22931,0.401,0,L8W,Low,11,2000,Yes,Online,-0.48,0.438,Rejected
APP-00684,41,Full-time,44236,707,4867,0.11,0,K2P,Medium,5,5000,No,Branch,0.0,0.524,Approved
APP-00685,28,Part-time,21500,590,11610,0.54,1,L4W,High,2,1000,No,Mobile,0.0,0.158,Rejected
APP-00686,69,Full-time,62239,754,21101,0.339,1,M4C,Medium,13,3000,No,Online,0.0,0.573,Approved
APP-00687,36,Full-time,49872,684,14695,0.295,0,M4C,Medium,3,5000,Yes,Online,0.0,0.535,Approved
APP-00688,51,Contract,92408,721,10422,0.113,1,K1X,Low,10,5000,Yes,Online,-0.55,0.538,Approved
APP-00689,62,Full-time,69319,571,22469,0.324,0,M5V,High,7,5000,Yes,Online,0.0,0.44,Rejected
APP-00690,30,Contract,68952,773,7500,0.109,0,L8W,Low,0,3000,Yes,Online,-0.48,0.62,Approved
APP-00691,52,Full-time,61856,626,14357,0.232,0,M4B,Medium,12,5000,No,Online,0.0,0.575,Approved
APP-00692,54,Full-time,65687,830,18981,0.289,0,K2C,Medium,10,5000,No,Branch,0.0,0.684,Approved
APP-00693,29,Unemployed,34259,807,29170,0.851,0,L5N,Medium,2,3000,Yes,Online,0.0,0.323,Rejected
APP-00694,37,Full-time,41777,609,12492,0.299,2,K1X,Low,0,10000,Yes,Online,-0.55,0.155,Rejected
APP-00695,31,Contract,80095,727,13765,0.172,0,M3J,Low,0,5000,Yes,Online,-0.52,0.543,Approved
APP-00696,52,Full-time,67770,634,11387,0.168,1,M4C,Medium,8,3000,No,Mobile,0.0,0.498,Rejected
APP-00697,30,Contract,56827,655,16169,0.285,0,M4B,Medium,9,15000,Yes,Online,0.0,0.516,Approved
APP-00698,42,Full-time,72751,656,18615,0.256,1,M4C,Medium,15,10000,Yes,Mobile,0.0,0.45,Rejected
APP-00699,37,Full-time,69606,707,23353,0.336,0,L8W,Low,3,15000,Yes,Online,-0.48,0.399,Rejected
APP-00700,24,Contract,99836,708,19792,0.198,0,L5N,Medium,12,7000,Yes,Online,0.0,0.764,Approved
APP-00701,68,Unemployed,66935,624,11018,0.165,0,L5N,Medium,3,5000,Yes,Online,0.0,0.481,Rejected
APP-00702,67,Contract,41375,706,21394,0.517,2,M6E,Low,10,3000,Yes,Branch,-0.58,0.194,Rejected
APP-00703,45,Contract,61917,679,15141,0.245,3,M4B,Medium,3,7000,No,Online,0.0,0.345,Rejected
APP-00704,41,Contract,71436,582,20917,0.293,0,M3J,Low,6,15000,No,Branch,-0.52,0.349,Rejected
APP-00705,57,Full-time,78422,658,21317,0.272,1,M6E,Low,10,5000,Yes,Mobile,-0.58,0.42,Rejected
APP-00706,58,Full-time,38429,789,24711,0.643,3,M9C,High,3,10000,No,Branch,0.0,0.254,Rejected
APP-00707,69,Full-time,68567,668,12018,0.175,0,M4B,Medium,14,3000,No,Online,0.0,0.602,Approved
APP-00708,21,Full-time,51349,597,9481,0.185,1,L6A,High,12,5000,No,Mobile,0.0,0.367,Rejected
APP-00709,45,Full-time,50301,727,18830,0.374,4,K1X,Low,14,10000,Yes,Online,-0.55,0.145,Rejected
APP-00710,56,Full-time,79225,639,22778,0.288,4,K2P,Medium,11,7000,No,Online,0.0,0.285,Rejected
APP-00711,37,Full-time,80932,710,13706,0.169,0,M5V,High,4,15000,No,Online,0.0,0.629,Approved
APP-00712,61,Part-time,51793,681,23234,0.449,0,M4C,Medium,1,7000,Yes,Branch,0.0,0.399,Rejected
APP-00713,44,Full-time,61159,787,19330,0.316,0,L5N,Medium,5,5000,No,Online,0.0,0.612,Approved
APP-00714,22,Full-time,54351,681,13091,0.241,2,K2C,Medium,11,5000,No,Online,0.0,0.458,Rejected
APP-00715,60,Full-time,116051,627,18443,0.159,3,M4B,Medium,15,10000,No,Online,0.0,0.588,Approved
APP-00716,35,Contract,72510,672,10256,0.141,0,L4W,High,9,5000,Yes,Online,0.0,0.656,Approved
APP-00717,52,Contract,52389,630,14970,0.286,1,L6A,High,12,3000,Yes,Online,0.0,0.464,Rejected
APP-00718,59,Part-time,91299,686,5788,0.063,1,M9C,High,4,5000,No,Online,0.0,0.625,Approved
APP-00719,26,Full-time,84934,779,15223,0.179,1,M3J,Low,9,5000,Yes,Online,-0.52,0.581,Approved
APP-00720,21,Full-time,99750,767,20298,0.203,2,M5V,High,6,2000,No,Online,0.0,0.713,Approved
APP-00721,67,Full-time,105084,810,18670,0.178,1,L4W,High,4,7000,Yes,Mobile,0.0,0.796,Approved
APP-00722,43,Full-time,73239,708,20046,0.274,0,L8W,Low,12,2000,No,Online,-0.48,0.507,Approved
APP-00723,59,Full-time,54203,690,17712,0.327,0,M6E,Low,0,5000,No,Online,-0.58,0.311,Rejected
APP-00724,37,Full-time,63853,643,14419,0.226,1,M5V,High,13,7000,Yes,Online,0.0,0.477,Rejected
APP-00725,54,Full-time,58743,705,5631,0.096,0,M4C,Medium,13,5000,No,Mobile,0.0,0.607,Approved
APP-00726,61,Unemployed,60232,691,11857,0.197,0,M2N,High,6,10000,Yes,Online,0.0,0.525,Approved
APP-00727,49,Unemployed,82819,725,16978,0.205,1,M3J,Low,10,3000,Yes,Online,-0.52,0.493,Rejected
APP-00728,29,Full-time,67513,636,5429,0.08,1,L6A,High,7,15000,Yes,Online,0.0,0.524,Approved
APP-00729,33,Full-time,77986,685,3438,0.044,3,L8W,Low,2,3000,Yes,Mobile,-0.48,0.401,Rejected
APP-00730,26,Full-time,72677,595,23602,0.325,0,L8W,Low,10,1000,Yes,Branch,-0.48,0.385,Rejected
APP-00731,26,Full-time,40724,701,16056,0.394,1,L8W,Low,9,10000,No,Online,-0.48,0.273,Rejected
APP-00732,40,Unemployed,36591,735,14770,0.404,0,L6A,High,7,7000,Yes,Online,0.0,0.363,Rejected
APP-00733,23,Full-time,41740,601,18389,0.441,2,K2P,Medium,12,3000,Yes,Online,0.0,0.257,Rejected
APP-00734,37,Contract,56319,616,7625,0.135,0,L5N,Medium,10,15000,Yes,Online,0.0,0.5,Rejected
APP-00735,69,Full-time,66418,619,11676,0.176,1,M4B,Medium,7,5000,Yes,Mobile,0.0,0.475,Rejected
APP-00736,32,Unemployed,55831,688,23828,0.427,1,M2N,High,11,15000,No,Online,0.0,0.347,Rejected
APP-00737,68,Full-time,76655,613,11079,0.145,0,K2C,Medium,2,5000,Yes,Branch,0.0,0.56,Approved
APP-00738,67,Contract,58002,774,11439,0.197,3,L6A,High,15,5000,No,Online,0.0,0.415,Rejected
APP-00739,65,Full-time,68625,714,9814,0.143,2,K2C,Medium,1,5000,Yes,Online,0.0,0.5,Rejected
APP-00740,21,Part-time,66116,723,9314,0.141,0,K2C,Medium,4,3000,No,Online,0.0,0.588,Approved
APP-00741,37,Full-time,95220,603,22238,0.234,0,L5N,Medium,1,5000,Yes,Online,0.0,0.646,Approved
APP-00742,23,Full-time,46446,761,0,0.0,1,M4B,Medium,9,5000,Yes,Branch,0.0,0.521,Approved
APP-00743,46,Unemployed,107252,734,10101,0.094,0,M5V,High,5,1000,No,Online,0.0,0.773,Approved
APP-00744,35,Contract,53302,652,16078,0.302,2,L5N,Medium,9,3000,Yes,Branch,0.0,0.289,Rejected
APP-00745,56,Contract,36379,597,27578,0.758,3,K1X,Low,13,3000,No,Mobile,-0.55,0.057,Rejected
APP-00746,52,Part-time,63596,694,5353,0.084,0,M2N,High,13,10000,No,Online,0.0,0.575,Approved
APP-00747,52,Contract,122323,664,5360,0.044,0,K2C,Medium,5,5000,Yes,Mobile,0.0,0.837,Approved
APP-00748,24,Full-time,80114,667,8479,0.106,0,M4C,Medium,7,7000,No,Online,0.0,0.68,Approved
APP-00749,38,Full-time,78353,659,18212,0.232,0,L4W,High,6,15000,No,Online,0.0,0.561,Approved
APP-00750,69,Full-time,78313,730,15377,0.196,1,K2P,Medium,3,5000,No,Branch,0.0,0.593,Approved
APP-00751,39,Part-time,46647,539,5602,0.12,1,M3J,Low,1,15000,No,Online,-0.52,0.19,Rejected
APP-00752,63,Full-time,73369,777,13997,0.191,0,L4W,High,16,3000,Yes,Online,0.0,0.762,Approved
APP-00753,55,Full-time,64045,745,25360,0.396,1,K2P,Medium,13,2000,No,Mobile,0.0,0.497,Rejected
APP-00754,60,Part-time,96563,702,16351,0.169,1,M4B,Medium,13,5000,No,Mobile,0.0,0.69,Approved
APP-00755,34,Contract,58544,674,16852,0.288,0,M3J,Low,0,5000,Yes,Online,-0.52,0.318,Rejected
APP-00756,53,Full-time,60691,758,14873,0.245,1,L6A,High,13,10000,No,Mobile,0.0,0.529,Approved
APP-00757,34,Full-time,43034,688,17402,0.404,2,K2P,Medium,0,5000,Yes,Online,0.0,0.3,Rejected
APP-00758,54,Full-time,66520,675,5630,0.085,2,L5N,Medium,1,3000,No,Mobile,0.0,0.428,Rejected
APP-00759,24,Full-time,72773,761,11677,0.16,0,M2N,High,2,7000,Yes,Online,0.0,0.668,Approved
APP-00760,44,Full-time,45871,813,12042,0.263,2,L6A,High,15,5000,Yes,Mobile,0.0,0.439,Rejected
APP-00761,49,Part-time,68657,629,12316,0.179,2,L8W,Low,3,2000,No,Online,-0.48,0.292,Rejected
APP-00762,39,Part-time,68197,713,19303,0.283,0,M4B,Medium,8,5000,Yes,Mobile,0.0,0.566,Approved
APP-00763,26,Part-time,78742,622,11262,0.143,0,K1X,Low,0,10000,Yes,Branch,-0.55,0.382,Rejected
APP-00764,53,Full-time,89323,726,10780,0.121,3,M5V,High,4,10000,Yes,Online,0.0,0.597,Approved
APP-00765,69,Contract,62197,639,6879,0.111,1,M6E,Low,8,5000,No,Online,-0.58,0.306,Rejected
